on_street_name,danger_score
Saint Theresa Avenue,4
Sampson Avenue,7
Sand Lane,21
Sandford Street,2
Sands Place,1
Sands Street,28
Sanford Avenue,57
Saratoga Avenue,122
Saull Street,4
Saultell Avenue,9
Saunders Street,10
Sayres Avenue,18
Schaefer Street,15
Schenck Avenue,39
Schenck Court,1
Schenck Street,6
Schenectady Avenue,161
Schermerhorn Street,34
Schley Avenue,11
Schmidts Lane,1
Schofield Street,1
Scholes Street,45
School Road,7
Schroeders Avenue,10
Schurz Avenue,6
Schuyler Street,3
Scott Avenue,8
Scribner Avenue,3
Sea Breeze Avenue,4
Seabring Street,1
Seabury Avenue,4
Seabury Place,2
Seabury Street,5
Seagirt Avenue,6
Seagirt Boulevard,79
Seaman Avenue,17
Seaver Avenue,3
Seaview Avenue,96
Secor Avenue,5
Seddon Street,1
Sedgwick Avenue,150
Sedgwick Place,2
Seeley Street,5
Seguine Avenue,5
Seguine Loop,1
Seguine Place,1
Seigel Street,9
Selfridge Street,3
Selover Road,1
Selwyn Avenue,11
Senator Street,8
Seneca Avenue,52
Seneca Street,1
Seton Avenue,3
Seton Place,1
Seward Avenue,39
Sexton Place,4
Seymour Avenue,15
Shad Creek Road,1
Shakespeare Avenue,28
Shale Street,1
Shaler Avenue,1
Sharpe Avenue,7
Sharrott Avenue,8
Sharrotts Road,3
Sheepshead Bay Road,35
Sheffield Avenue,27
Sheldon Avenue,2
Shell Road,23
Shepherd Avenue,25
Sheraden Avenue,4
Sheridan Avenue,67
Sheridan Expressway,59
Sherman Avenue,70
Sherman Street,1
Shiloh Avenue,1
Shiloh Street,1
Shirra Avenue,1
Shore Avenue,5
Shore Boulevard,34
Shore Drive,1
Shore Front Parkway,21
Shore Parkway,121
Shore Road,20
Shore Road Drive,13
Sidway Place,1
Signs Road,11
Silver Road,1
Silver Street,9
Simmons Lane,1
Simonson Avenue,5
Simonson Place,3
Simpson Street,10
Skidmore Avenue,4
Skillman Avenue,44
Skillman Street,15
Sky Lane,1
Slaight Street,1
Slater Boulevard,3
Slocum Place,1
Slosson Avenue,23
Smart Street,4
Smedley Street,5
Smith Place,1
Smith Street,55
Snediker Avenue,43
Snyder Avenue,107
Sobel Court,2
Soho Drive,1
Somers Street,6
Somerset Street,2
Sound View Avenue,68
South 10th Street,3
South 1st Street,19
South 2nd Street,18
South 3rd Street,21
South 4th Street,29
South 5th Place,6
South 5th Street,16
South 6th Street,2
South 8th Street,9
South 9th Street,5
South Avenue,81
South Bridge Street,1
South Conduit Avenue,320
South Elliott Place,5
South End Avenue,17
South Gannon Avenue,10
South Goff Avenue,2
South Oak Drive,5
South Oxford Street,9
South Pinehurst Avenue,1
South Portland Avenue,10
South Railroad Avenue,12
South Railroad Street,1
South Road,16
South Street,50
South William Street,1
Southern Boulevard,322
Southern Parkway,11
Southgate Street,1
Spark Place,1
Sparkhill Avenue,1
Spencer Avenue,2
Spencer Court,2
Spencer Place,1
Spencer Street,17
Spirit Lane,1
Spofford Avenue,12
Sprague Avenue,1
Spratt Avenue,1
Spring Street,38
Springfield Boulevard,221
Springhill Avenue,1
Spritz Road,1
Stadium Avenue,10
Staff Street,2
Stagg Street,4
Stanhope Street,31
Stanley Avenue,102
Stanton Street,20
Stanwich Street,1
Stanwix Street,2
Starling Avenue,8
Starr Avenue,5
Starr Street,20
State Street,17
Staten Island Expressway,292
Station Road,7
Stebbins Avenue,14
Steenwick Avenue,2
Steinway Avenue,3
Steinway Street,98
Stephen Loop,1
Stephen Street,6
Stephens Court,1
Sterling Place,70
Sterling Street,10
Steuben Avenue,6
Steuben Street,25
Stewart Avenue,11
Stewart Road,1
Stewart Street,1
Stickney Place,1
Stillwell Avenue,115
Stobe Avenue,1
Stockholm Street,19
Stone Avenue,89
Stone Street,5
Story Avenue,56
Strang Avenue,7
Stratford Avenue,26
Stratford Road,5
Strauss Street,21
Street,28
Strickland Avenue,6
Stronghurst Avenue,1
Stryker Street,1
Stuart Street,8
Sturges Street,1
Stuyvesant Avenue,46
Stuyvesant Place,7
Suffolk Street,7
Sullivan Place,10
Sullivan Street,14
Summerfield Avenue,1
Summit Avenue,4
Sumner Avenue,4
Sumner Place,4
Sumpter Street,9
Sunnyside Avenue,4
Sunnyside Terrace,2
Sunrise Highway,48
Surf Avenue,93
Sutphin Boulevard,121
Sutter Avenue,364
Sutton Place,4
Sutton Place South,1
Sutton Street,1
Suydam Street,14
Swan Street,1
Swinnerton Street,1
Swinton Avenue,2
Sycamore Street,3
Taaffe Place,11
Taipei Court,1
Tapscott Street,31
Targee Street,80
Taylor Avenue,26
Taylor Street,6
Tehama Street,8
Teller Avenue,33
Ten Eyck Walk,1
Tenbroeck Avenue,7
Tenney Place,3
Tennis Court,4
Tennis Place,1
Tennyson Drive,3
Terrace Place,3
Terrace Street,1
Terrace View Avenue,7
Thames Street,2
Thatford Avenue,4
Thayer Street,11
Thieriot Avenue,20
Thomas Street,2
Thompson Street,13
Thomson Avenue,53
Thornton Place,1
Thornycroft Avenue,1
Throgs Neck Boulevard,3
Throgs Neck Bridge,17
Throgs Neck Expressway,15
Throgs Neck Expy,1
Throop Avenue,92
Thursby Avenue,6
Thurston Street,3
Thwaites Place,5
Tibbett Avenue,7
Tiebout Avenue,6
Tiemann Avenue,6
Tiemann Place,2
Tierney Place,1
Tiffany Place,2
Tiffany Street,69
Tilden Avenue,69
Tilden Street,4
Tillary Street,89
Tillotson Avenue,35
Times Square,3
Timpson Place,10
Tinton Avenue,28
Titus Avenue,1
Todt Hill Road,22
Token Street,1
Tomlinson Avenue,8
Tompkins Avenue,120
Tompkins Place,1
Tonsor Street,1
Topping Avenue,15
Torry Avenue,3
Totten Street,1
Tottenville Place,1
Townsend Avenue,19
Traffic Avenue,3
Transverse Road Number Four,15
Transverse Road Number One,15
Transverse Road Number Three,8
Transverse Road Number Two,22
Trantor Place,3
Tratman Avenue,5
Travis Avenue,12
Treadwell Avenue,2
Triborough Bridge,31
Trinity Avenue,7
Trinity Place,6
Trotting Course Lane,1
Troutman Street,31
Troy Avenue,97
Truxton Street,11
Tryon Avenue,4
Tudor City Place,2
Tudor Place,3
Turf Road,1
Turin Drive,1
Turnbull Avenue,5
Turner Avenue,1
Tyler Avenue,4
Tyndall Avenue,1
Tysens Lane,24
Ulmer Street,6
Undercliff Avenue,23
Underhill Avenue,34
Union Avenue,123
Union Hall Street,5
Union Square East,8
Union Square West,2
Union Street,184
Union Turnpike,189
Unionport Road,28
University Avenue,190
University Park,2
University Place,5
Unknown,45
Urbana Street,3
Utica Avenue,670
Utopia Parkway,72
Utter Avenue,3
Uxbridge Street,3
Valentine Avenue,78
Valentine Place,1
Valles Avenue,1
Van Brunt Street,10
Van Buren Street,26
Van Dam Street,2
Van Sicklen Street,5
Van Siclen Avenue,79
Van Siderin Avenue,13
Van Wyck Expressway (Cdr),1
Van Wyck Expwy,961
Vanallen Avenue,1
Vanburen Street,3
Vancortlandt Avenue,1
Vancortlandt Avenue East,11
Vancortlandt Avenue West,13
Vancortlandt Park East,5
Vancortlandt Park West,1
Vandalia Avenue,19
Vandam Street,98
Vanderbilt Avenue,105
Vanderbilt Street,2
Vanderveer Place,1
Vanderveer Street,1
Vandoren Street,2
Vanduzer Street,31
Vanhorn Street,3
Vanloon Street,3
Vanname Avenue,1
Vannest Avenue,20
Vanriper Street,2
Vanwyck Expressway,93
Vanzandt Avenue,3
Varet Street,3
Varick Avenue,22
Varick Street,70
Vaughan Street,1
Vermilyea Avenue,18
Vermont Avenue,2
Vermont Place,15
Vermont Street,22
Vernon Avenue,17
Vernon Boulevard,98
Verona Place,1
Verona Street,3
Veronica Place,9
Verrazano Bridge,10
Verrazano Bridge Lower,1
Verrazano Bridge Upper,12
Vesey Street,14
Vestry Street,1
Veterans Avenue,9
Veterans Road East,2
Veterans Road West,7
Victor Street,5
Victory Boulevard,179
Viele Avenue,13
Villa Avenue,11
Village Road East,3
Vincent Avenue,3
Vine Street,1
Vireo Avenue,2
Virgil Place,3
Virginia Avenue,10
Virginia Place,1
Virginia Street,5
Visitation Place,1
Vleigh Place,8
Voorhies Avenue,26
Vyse Avenue,28
W Washington Avenue,3
Wadsworth Avenue,32
Wadsworth Terrace,6
Wainwright Avenue,13
Wakeman Place,7
Walbrooke Avenue,2
Waldo Avenue,8
Waldorf Court,1
Waldron Street,6
Wales Avenue,13
Walker Street,30
Wall Street,13
Wallabout Street,26
Wallace Avenue,24
Walloon Street,4
Walnut Avenue,16
Walsh Court,1
Waltham Street,6
Walton Avenue,131
Walton Street,4
Walworth Street,7
Wanamaker Place,3
Wandell Avenue,1
Ward Avenue,10
Waring Avenue,28
Warren Street,43
Warsoff Place,3
Warwick Street,38
Washington Avenue,267
Washington Bridge,7
Washington Bridge 181st St,4
Washington Place,4
Washington Square East,3
Washington Square North,1
Washington Square South,4
Washington Square Village,1
Washington Square West,3
Washington Street,41
Watchogue Road,14
Water Street,47
Waterbury Avenue,16
Waterbury Street,10
Waterloo Place,3
Waters Place,26
Watkins Avenue,3
Watkins Street,5
Watson Avenue,71
Watson Place,3
Watts Street,24
Wave Street,2
Waverly Avenue,13
Waverly Place,3
Wayne Avenue,16
Wayne Street,1
Webb Avenue,31
Webster Avenue,476
Weeks Avenue,7
Weirfield Street,26
Weldon Street,1
Weller Avenue,3
Weller Lane,2
Wellman Avenue,2
Wells Street,1
Wentworth Avenue,1
West 100th Street,16
West 101st Street,5
West 102nd Street,7
West 103rd Street,12
West 104th Street,18
West 105th Street,21
West 107th Street,11
West 108th Street,16
West 109th Street,18
West 10th Street,49
West 110th Street,35
West 111th Street,29
West 112th Street,27
West 113th Street,23
West 114th Street,19
West 115th Street,27
West 116th Street,84
West 117th Street,16
West 118th Street,17
West 119th Street,29
West 11th Street,16
West 120th Street,23
West 121st Street,25
West 122nd Street,19
West 123rd Street,26
West 124th Street,15
West 125th Street,205
West 126th Street,43
West 127th Street,50
West 128th Street,12
West 129th Street,45
West 12th Street,35
West 130th Street,29
West 131st Street,32
West 132nd Street,33
West 133rd Street,43
West 134th Street,22
West 135th Street,97
West 136th Street,30
West 137th Street,41
West 138th Street,27
West 139th Street,27
West 13th Road,1
West 13th Street,18
West 140th Street,49
West 141st Street,54
West 142nd Street,32
West 143rd Street,40
West 144th Street,38
West 145th Street,213
West 146th Street,28
West 147th Street,17
West 148th Street,26
West 149th Street,21
West 14th Street,43
West 150th Street,22
West 151st Street,27
West 152nd Street,27
West 153rd Street,12
West 154th Street,11
West 155th Street,78
West 156th Street,9
West 157th Street,20
West 158th Street,22
West 159th Street,19
West 15th Street,49
West 160th Street,10
West 161st Street,24
West 162nd Street,19
West 163rd Street,26
West 164th Street,20
West 165th Street,42
West 166th Street,9
West 167th Street,30
West 168th Street,39
West 169th Street,35
West 16th Street,48
West 170th Street,49
West 171st Street,20
West 172nd Street,32
West 173rd Street,22
West 174th Street,34
West 175th Street,13
West 176th Street,26
West 177th Street,37
West 178th Street,36
West 179th Street,48
West 17th Street,36
West 180th Street,19
West 181st Street,80
West 182nd Street,18
West 183rd Street,30
West 184th Street,18
West 185th Street,7
West 186th Street,8
West 187th Street,18
West 188th Street,8
West 189th Street,4
West 18th Street,36
West 190th Street,15
West 191st Street,8
West 192nd Street,6
West 193rd Street,6
West 195th Street,13
West 196th Street,5
West 197th Street,1
West 19th Street,30
West 1st Street,5
West 202nd Street,5
West 203rd Street,1
West 204th Street,20
West 205th Street,3
West 206th Street,5
West 207th Street,96
West 20th Street,14
West 211th Street,5
West 212th Street,1
West 213th Street,5
West 214th Street,1
West 215th Street,9
West 216th Street,1
West 217th Street,1
West 218th Street,11
West 21st Street,36
West 220th Street,1
West 225th Street,23
West 227th Street,2
West 228th Street,2
West 22nd Street,29
West 230th Street,74
West 231st Street,43
West 232nd Street,4
West 233rd Street,6
West 234th Street,10
West 235th Street,17
West 236th Street,7
West 237th Street,22
West 238th Street,20
West 239th Street,13
West 23rd Street,70
West 240th Street,7
West 242nd Street,2
West 245th Street,1
West 246th Street,3
West 24th Street,45
West 250th Street,1
West 254th Street,4
West 255th Street,1
West 256th Street,6
West 259th Street,7
West 25th Street,38
West 260th Street,2
West 261st Street,7
West 262nd Street,4
West 263rd Street,1
West 26th Street,40
West 27th Street,28
West 28th Street,33
West 29th Street,51
West 2nd Street,18
West 30th Street,50
West 31st Street,40
West 32nd Street,19
West 33rd Street,46
West 34th Street,108
West 35th Street,45
West 36th Street,61
West 37th Street,62
West 38th Street,44
West 39th Street,42
West 3rd Street,30
West 40th Street,74
West 41st Street,49
West 42nd Street,157
West 43rd Street,61
West 44th Street,58
West 45th Street,50
West 46th Street,59
West 47th Street,54
West 48th Street,37
West 49th Street,43
West 4th Street,24
West 50th Street,37
West 51st Street,31
West 52nd Street,18
West 53rd Street,18
West 54th Street,47
West 55th Street,24
West 56th Street,23
West 57th Street,107
West 58th Street,35
West 59th Street,15
West 5th Street,27
West 60th Street,9
West 61st Drive,3
West 61st Street,10
West 62nd Street,12
West 63rd Street,1
West 64th Street,4
West 65th Street,25
West 66th Street,19
West 67th Street,6
West 68th Street,5
West 69th Street,8
West 6th Street,33
West 70th Street,15
West 71st Street,16
West 72nd Street,30
West 73rd Street,10
West 74th Street,11
West 75th Street,11
West 76th Street,10
West 77th Street,7
West 78th Street,7
West 79th Street,21
West 7th Street,9
West 80th Street,12
West 81st Street,11
West 82nd Street,10
West 83rd Street,15
West 84th Street,8
West 85th Street,11
West 86th Street,15
West 87th Street,15
West 88th Street,8
West 89th Street,12
West 8th Street,45
West 90th Street,18
West 91st Street,9
West 92nd Street,11
West 93rd Street,16
West 94th Street,6
West 95th Street,22
West 96th Street,38
West 97th Street,21
West 98th Street,5
West 99th Street,4
West 9th Street,40
West Avenue,9
West Brighton Avenue,6
West Broadway,36
West Burnside Avenue,53
West Caswell Avenue,1
West Clarke Place,1
West Drive,32
West End Avenue,78
West Farms Road,19
West Fingerboard Road,8
West Fordham Road,283
West Gun Hill Road,15
West Houston Street,47
West Kingsbridge Road,61
West Lake Drive,3
West Mosholu Parkway North,6
West Mosholu Parkway South,2
West Mount Eden Avenue,10
West Service Road,1
West Shore Expressway,85
West Side Highway,1
West Street,208
West Thames Street,1
West Tremont Avenue,67
Westbourne Avenue,1
Westchester Avenue,455
Westchester Square,10
Westcott Boulevard,1
Western Avenue,3
Westervelt Avenue,16
Westgate Street,1
Westmoreland Street,1
Westside Avenue,2
Westwood Avenue,3
Wetherole Street,7
Wexford Terrace,8
Whalley Avenue,1
Wharton Place,1
Wheatley Street,2
Wheeler Avenue,18
Whipple Street,25
White Plains Road,500
White Street,8
Whitehall Street,10
Whitehall Terrace,2
Whitestone Expressway,217
Whitlock Avenue,9
Whitman Avenue,1
Whitney Avenue,15
Whittemore Avenue,1
Whittier Street,9
Whitty Lane,1
Wickham Avenue,14
Wilcox Avenue,2
Wilcox Street,5
Wild Avenue,5
Wilder Avenue,26
Wilkens Avenue,2
Wilkinson Avenue,1
Willets Point Boulevard,16
Willett Avenue,11
Willett Street,3
William Street,19
Williams Avenue,52
Williams Court,5
Williams Place,3
Williamsbridge Road,82
Williamsburg Bridge,19
Williamsburg Bridge Inner Roadwa,4
Williamsburg Bridge Outer Roadwa,10
Williamsburg Street East,16
Williamsburg Street West,35
Williamson Avenue,1
Willis Ave Bridge,2
Willis Avenue,76
Willis Avenue Bridge Approach,4
Willmohr Street,16
Willoughby Avenue,59
Willoughby Street,18
Willow Avenue,7
Willow Lane,3
Willow Road West,6
Willow Street,2
Willowbrook Road,10
Wilson Avenue,154
Wilson Street,14
Winant Avenue,7
Winant Street,2
Winchester Avenue,1
Winchester Boulevard,12
Windermere Road,3
Windham Loop,2
Windsor Place,4
Windsor Road,3
Wingham Street,1
Winham Avenue,1
Winter Avenue,1
Winthrop Street,143
Wissman Avenue,4
Withers Street,9
Witthoff Street,3
Wolcott Avenue,3
Wolcott Street,1
Wolkoff Lane,1
Wood Avenue,6
Wood Road,6
Wood Street,8
Woodbine Street,16
Woodcrest Road,1
Woodhaven Boulevard,405
Woodhaven Court,1
Woodhull Avenue,10
Woodpoint Road,1
Woodrow Road,10
Woodruff Avenue,9
Woodruff Lane,1
Woods Of Arden Road,8
Woods Place,7
Woodside Avenue,36
Woodvale Avenue,1
Woodward Avenue,40
Woodycrest Avenue,18
Woolley Avenue,6
Wooster Street,3
Worth Street,15
Worthen Street,2
Wortman Avenue,57
Wright Street,3
Wyatt Street,8
Wyckoff Avenue,85
Wyckoff Street,7
Wyona Street,39
Wythe Avenue,89
Wythe Place,10
Yates Avenue,18
Yellowstone Boulevard,44
Yetman Avenue,1
York Avenue,96
York Street,4
Young Avenue,4
Young Street,1
Yukon Avenue,6
Zeiser Place,1
Zerega Avenue,65
Zulette Avenue,7
